Model,Mean Fit Time (s),SD Fit Time (s),Mean Score Time (s)
Ridge,0.32516139348347983,0.022400279819645045,0.010100030899047851
KNN,1.497579288482666,0.4065594647905099,0.032845131556193036
Random Forest,15.043576081593832,1.7260958757800955,0.06777836481730143
SVR,1.955129337310791,0.4888753127743712,0.04120596249898275
